MATRIKELNUMMER;STUDBEZ;ZULAC;SEMESTER_ID;STUDIENJAHR;ST_SEM_NR;StudienStatusCode;StatusgruppeS;StatusgruppeSem1;STUDBEZ_kompakt;Studart;Studgruppe;FAMILIENNAME;VORNAME;GESCHLECHT;LAND_1;STUDDAUER;OUTGOINGSEM;Beginndat_Min;Endedat_Max;besuchtesSemester;Alter;Ueberlaenge;StatusgruppeR;ECTS_Sem;SWS_Sem;ECTS_Sj;SWS_Sj;prfakt;IncomingsemUHSBV
01038111;"Masterstudium; Powerpoint";O;18W;2018/19;97;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;02.02.2016;25.07.2019;6;25;2;Studienabschluss;44;5;44;5;superprfakt;
00508081;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;12.06.2012;06.06.2015;4;26;0;Studienfortsetzung;44;4;67;13;superprfakt;
00468440;"Masterstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Taiwan (Republik China);4;;22.10.2011;13.08.2016;8;28;4;Studienfortsetzung;44;13;44;13;superprfakt;
01069919;"Masterstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;02.05.2014;19.10.2016;4;24;0;Studienfortsetzung;44;5;67;19;superprfakt;
01165362;"Masterstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;13.01.2018;07.12.2020;6;29;2;Studienfortsetzung;44;5;62;13;superprfakt;
01063841;"Masterstudium; Powerpoint";O;15S;2014/15;90;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Deutschland;4;;11.07.2013;02.09.2015;4;28;0;Studienabschluss;44;5;65;18;superprfakt;
00938452;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;08.06.2015;11.07.2018;6;24;2;Studienabschluss;44;4;57;8;superprfakt;
00169425;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Bulgarien;4;;23.08.2013;03.02.2017;6;38;2;Studienabschluss;44;5;55;7;superprfakt;
01304281;"Masterstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;01.03.2018;27.01.2019;4;27;0;Studienabschluss;44;5;63;15;superprfakt;
09770759;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;17.11.2011;18.03.2015;6;31;2;Studienfortsetzung;44;5;58;11;superprfakt;
00968386;"Masterstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;09.12.2013;02.12.2016;6;24;2;Studienfortsetzung;44;5;60;13;superprfakt;
00366994;"Masterstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;27.05.2011;14.07.2016;7;29;3;Studienfortsetzung;44;6;48;9;superprfakt;
00864806;"Masterstudium; Powerpoint";O;18W;2018/19;97;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;17.11.2016;25.09.2018;5;28;1;Studienabschluss;44;5;44;5;superprfakt;
00965168;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;28.05.2014;24.10.2016;4;23;0;Studienabschluss;44;5;64;17;superprfakt;
01066805;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;30.10.2015;22.11.2018;6;27;2;Studienabschluss;44;4;55;6;superprfakt;
00862917;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;04.08.2012;13.03.2015;4;22;0;Studienfortsetzung;44;4;59;11;superprfakt;
01066480;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.05.2010;13.10.2014;7;19;-1;Studienfortsetzung;43,5;26;72;41;superprfakt;
00699000;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;16.08.2012;23.01.2016;6;24;-2;Studienfortsetzung;43,5;27;74;45;superprfakt;
00901793;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;15.01.2014;26.10.2018;8;23;0;Studienfortsetzung;43,5;29,5;81;55,5;superprfakt;
01063356;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;10.05.2012;10.02.2017;6;26;-2;Studienfortsetzung;43;29;67;42;superprfakt;
01495258;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;09.07.2017;31.12.9999;4;23;-4;Studienfortsetzung;43;28;81,5;53;superprfakt;
11827653;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;11.10.2018;31.12.9999;5;21;-3;Studienfortsetzung;43;28;72,5;46;superprfakt;
00662797;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;19.02.2012;04.10.2014;6;26;2;Studienabschluss;43;5;58;10;superprfakt;
00799445;"Masterstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;06.09.2015;20.12.2017;5;25;1;Studienfortsetzung;43;4;43;4;superprfakt;
00864273;"Masterstudium; Powerpoint";O;15W;2015/16;91;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;21.05.2012;10.08.2016;7;24;3;Studienabschluss;43;4;43;4;superprfakt;
01161222;"Masterstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;09.02.2017;20.02.2020;6;24;2;Studienfortsetzung;43;4;43;4;superprfakt;
01363206;"Masterstudium; Powerpoint";O;21S;2020/21;102;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;08.03.2018;02.03.2021;6;24;2;Studienabschluss;43;3;68;16;superprfakt;
00468371;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;China;4;;15.05.2012;07.09.2014;5;30;1;Studienfortsetzung;43;4;58;10;superprfakt;
00694914;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;27.04.2011;15.05.2015;6;25;2;Studienfortsetzung;43;4;58;10;superprfakt;
00605774;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;15.09.2013;17.12.2016;6;30;2;Studienabschluss;43;4;57;10;superprfakt;
00633619;"Masterstudium; Powerpoint";O;16W;2016/17;93;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;25.05.2015;13.02.2017;4;28;0;Studienabschluss;43;4;43;4;superprfakt;
00662408;"Masterstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;16.04.2011;18.09.2014;6;25;2;Studienfortsetzung;43;4;43;4;superprfakt;
00868263;"Masterstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;10.12.2012;17.03.2016;6;27;2;Studienfortsetzung;43;4;56;8;superprfakt;
00765190;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Iran;4;;26.12.2013;13.12.2016;6;32;2;Studienabschluss;43;4;54;6;superprfakt;
00763054;"Masterstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Russische Föderation;4;;25.12.2012;10.11.2016;8;28;4;Studienfortsetzung;43;4;56;8;superprfakt;
00866769;"Masterstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Deutschland;4;;20.11.2014;26.12.2016;4;26;0;Studienfortsetzung;43;4;60;13;superprfakt;
00962657;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;02.09.2013;30.06.2016;6;25;2;Studienabschluss;43;4;63;16;superprfakt;
01069683;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;07.06.2015;12.09.2018;6;24;2;Studienabschluss;43;4;57;8;superprfakt;
01271001;"Masterstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;14.11.2018;14.04.2021;4;29;0;Studienfortsetzung;43;4;59;12;superprfakt;
01369737;"Masterstudium; Powerpoint";O;21S;2020/21;102;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;01.07.2018;16.04.2021;6;27;2;Studienabschluss;43;4;54;6;superprfakt;
00641441;"Masterstudium; Powerpoint";O;15S;2014/15;90;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Dominikanische Republik;4;;29.11.2012;07.11.2015;6;27;2;Studienabschluss;43;4;55;7;superprfakt;
01066562;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.12.2011;09.01.2017;5;24;-3;Studienfortsetzung;42,5;29;62,5;41;superprfakt;
11709025;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;03.06.2018;10.05.2021;2;23;-6;Studienfortsetzung;42,5;30,5;76;52,5;superprfakt;
01564136;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;23.05.2015;09.01.2020;6;22;-2;Studienfortsetzung;42,5;30,5;80,5;57,5;superprfakt;
01294218;"Masterstudium; Powerpoint";O;21S;2020/21;102;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;02.01.2019;07.08.2021;6;25;2;Studienabschluss;42,5;3;62,25;12,5;superprfakt;
00969022;"Masterstudium; Powerpoint";O;17S;2016/17;94;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;07.03.2014;04.03.2017;6;27;2;Studienabschluss;42,5;3,5;59;12;superprfakt;
01266071;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Ungarn;8;;23.05.2015;11.06.2019;4;23;-4;Studienfortsetzung;42;29;73;48;superprfakt;
00919470;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;27.12.2015;24.09.2018;6;28;-2;Studienabschluss;42;23;67,5;38;superprfakt;
11770836;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;26.10.2017;31.12.9999;4;20;-4;Studienfortsetzung;42;30,5;74;51,5;superprfakt;
01039732;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Italien;8;;22.08.2010;28.12.2015;10;26;2;Studienabschluss;42;26,5;62;36,5;superprfakt;
11722243;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Iran;8;;10.05.2017;19.07.2021;8;22;0;Studienabschluss;42;31;68,5;45;superprfakt;
00511001;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;21.11.2011;11.03.2015;6;27;2;Studienabschluss;42;4;61;13;superprfakt;
01209168;"Masterstudium; Powerpoint";O;18W;2018/19;97;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Italien;4;;16.08.2016;10.01.2019;5;27;1;Studienabschluss;42;2;42;2;superprfakt;
00394669;"Masterstudium; Powerpoint";O;15W;2015/16;91;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;22.12.2013;25.06.2016;5;28;1;Studienabschluss;42;3;42;3;superprfakt;
00944866;"Masterstudium; Powerpoint";O;15W;2015/16;91;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;27.01.2015;07.06.2016;3;25;-1;Studienabschluss;42;3;42;3;superprfakt;
00765633;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Korea, Republik;4;;01.05.2011;23.01.2015;7;31;3;Studienabschluss;42;3;42;5;superprfakt;
00866561;"Masterstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Russische Föderation;4;;03.10.2012;21.07.2015;4;25;0;Studienfortsetzung;42;2;66;17;superprfakt;
00862788;"Masterstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;03.08.2013;23.04.2015;4;26;0;Studienfortsetzung;42;4;55;8;superprfakt;
00669787;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Deutschland;4;;31.10.2012;14.10.2014;4;25;0;Studienabschluss;42;12;61;31;superprfakt;
11724681;"Masterstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Deutschland;4;;11.02.2019;31.12.9999;5;29;1;Studienfortsetzung;41,75;10,5;62,75;20,5;superprfakt;
01066268;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;31.08.2010;16.05.2015;10;22;2;Studienabschluss;41,5;31;79;55,5;superprfakt;
01296610;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.04.2013;18.01.2018;5;20;-3;Studienfortsetzung;41,5;30;66;44;superprfakt;
00906789;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;17.09.2013;06.06.2018;6;26;-2;Studienfortsetzung;41,5;30;72;51;superprfakt;
01364448;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Polen;8;;19.02.2014;21.06.2017;3;28;-5;Studienfortsetzung;41,5;30;79,5;57;superprfakt;
01333253;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;04.02.2016;26.05.2020;9;24;1;Studienabschluss;41,5;22;83,5;49,5;superprfakt;
01545527;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Italien (Südtirol);8;;22.02.2017;31.12.9999;5;21;-3;Studienfortsetzung;41,5;28;67,5;42;superprfakt;
01166497;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;14.10.2014;07.06.2020;10;29;2;Studienfortsetzung;41,5;27;73,5;48;superprfakt;
01165510;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;13.02.2013;20.08.2018;9;22;1;Studienfortsetzung;41,5;28;70;45,5;superprfakt;
01635623;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.02.2018;31.12.9999;5;22;-3;Studienfortsetzung;41,5;28;60;43;superprfakt;
00763898;"Masterstudium; Powerpoint";O;14W;2014/15;89;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;21.11.2012;09.08.2015;5;26;1;Studienabschluss;41,5;2,5;41,5;2,5;superprfakt;
00567322;"Masterstudium; Powerpoint";O;16W;2016/17;93;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;27.11.2014;05.05.2017;5;27;1;Studienabschluss;41,5;11;41,5;11;prfakt;
00795717;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;27.01.2012;27.01.2016;8;25;0;Studienfortsetzung;41;28;75;47;superprfakt;
01268078;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;10.02.2013;18.09.2016;3;26;-5;Studienfortsetzung;41;28;64;42;superprfakt;
01464195;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Italien;8;;30.01.2015;30.10.2018;4;21;-4;Studienfortsetzung;41;27,5;63,5;39,5;superprfakt;
01236498;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.07.2015;06.11.2019;6;26;-2;Studienfortsetzung;41;24;70,5;45;superprfakt;
01068132;"Masterstudium; Powerpoint";O;17W;2017/18;95;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;09.02.2016;01.09.2018;5;25;1;Studienabschluss;41;2;41;2;superprfakt;
00750268;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;16.01.2012;22.04.2014;6;24;2;Studienabschluss;41;2;53;5;superprfakt;
00864293;"Masterstudium; Powerpoint";O;14W;2014/15;89;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;22.07.2012;20.07.2015;5;28;1;Studienabschluss;41;2;41;2;superprfakt;
00700445;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;15.05.2016;22.10.2018;4;27;0;Studienabschluss;41;2;61,5;12,5;superprfakt;
00966883;"Masterstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;01.06.2017;05.11.2020;6;29;2;Studienfortsetzung;41;20;60,5;31;superprfakt;
00967961;"Masterstudium; Powerpoint";O;20W;2020/21;101;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;23.12.2016;11.05.2021;7;28;3;Studienabschluss;41;9;41;9;superprfakt;
00566253;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;23.06.2010;30.09.2014;8;32;4;Studienabschluss;41;9;48;15;superprfakt;
01268559;"Masterstudium; Powerpoint";O;19S;2018/19;98;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Ungarn;4;;27.09.2016;16.02.2020;6;27;2;Studienabschluss;41;2;57;8;superprfakt;
01042871;"Masterstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;16.06.2018;31.12.9999;6;31;2;Studienfortsetzung;41;27;55;32;superprfakt;
00966712;"Masterstudium; Powerpoint";O;18W;2018/19;97;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;24.01.2017;29.11.2018;5;28;1;Studienabschluss;41;2;41;2;superprfakt;
00969382;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;07.12.2013;16.10.2016;6;24;2;Studienabschluss;41;2;56;8;superprfakt;
00165853;"Masterstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Korea, Republik;4;;18.12.2012;30.06.2016;5;30;1;Studienfortsetzung;41;10;63;23;superprfakt;
00562567;"Masterstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;01.11.2013;09.04.2016;3;27;-1;Studienfortsetzung;41;2;56;8;superprfakt;
00170478;"Masterstudium; Powerpoint";O;13W;2013/14;87;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;M;Österreich;4;;17.06.2011;09.04.2014;5;26;1;Studienabschluss;41;2;41;2;superprfakt;
00967025;"Masterstudium; Powerpoint";O;16S;2015/16;92;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Italien;4;;08.09.2013;26.10.2016;6;24;2;Studienabschluss;41;3;52;5;superprfakt;
00892318;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;M;Island;4;;27.09.2015;20.07.2018;6;34;2;Studienabschluss;41;2;53;5;superprfakt;
00733518;"Masterstudium; Business Intelligence";O;17W;2017/18;95;aB;Studienbeginn; ;"MA; BI";MA;Business Intelligence;Personson;Person;M;Österreich;4;;16.09.2017;11.10.2018;1;29;-3;Studienbeginn;41;21,5;59,5;50,5;superprfakt;
00963222;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Korea, Republik;8;;27.06.2016;21.09.2021;4;27;-4;Studienfortsetzung;40,5;30;73;51;superprfakt;
11906422;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;16.01.2020;31.12.9999;3;21;-5;Studienfortsetzung;40,5;29,5;69,5;50,5;superprfakt;
01163233;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Ungarn;8;;16.12.2011;02.06.2016;6;24;-2;Studienfortsetzung;40,5;29;75;51;superprfakt;
01300161;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;29.01.2016;02.04.2020;8;24;0;Studienfortsetzung;40,5;28;80;54,5;superprfakt;
00070082;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;23.06.2015;21.12.2019;4;21;-4;Studienfortsetzung;40,5;28;74;49;superprfakt;
00607017;"Masterstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;14.07.2011;28.06.2014;5;25;1;Studienfortsetzung;40,5;1,5;40,5;1,5;superprfakt;
11724856;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.11.2017;31.12.9999;4;19;-4;Studienfortsetzung;40;27;67,5;43;superprfakt;
01638039;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Ungarn;8;;17.11.2016;22.08.2020;7;28;-1;Studienfortsetzung;40;26,5;72,5;45,5;superprfakt;
01339244;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;17.08.2015;11.12.2020;8;23;0;Studienfortsetzung;40;25,5;82,5;48,5;superprfakt;
00840563;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;09.10.2013;31.12.9999;10;29;2;Studienfortsetzung;40;27;59;36;superprfakt;
11819351;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.08.2018;31.12.9999;5;22;-3;Studienfortsetzung;40;28;53;39;superprfakt;
01367220;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.02.2014;22.03.2018;8;24;0;Studienfortsetzung;40;26;61,5;36;superprfakt;
01500981;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.06.2016;26.08.2020;6;23;-2;Studienfortsetzung;40;25;69;43;superprfakt;
00563895;"Masterstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;02.11.2012;24.04.2016;7;28;3;Studienfortsetzung;40;1;40;1;superprfakt;
01041538;"Masterstudium; Powerpoint";O;18S;2017/18;96;IX;Studienabschluss; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;14.06.2016;02.10.2018;4;23;0;Studienabschluss;40;1;63;15;superprfakt;
00765613;"Masterstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;26.09.2011;31.01.2016;8;32;4;Studienfortsetzung;40;1;53;5;superprfakt;
01563864;"Masterstudium; Powerpoint";O;16S;2015/16;92;IZ;Studienabbruch; ;"MA; PPP";MA;PPP;Personson;Person;M;Italien;4;;14.07.2015;29.09.2016;2;27;-2;Studienabbruch;40;27;66;43;superprfakt;INCOMING
00068740;"Masterstudium; Powerpoint";O;14S;2013/14;88;IX;Studienfortsetzung; ;"MA; PPP";MA;PPP;Personson;Person;W;Österreich;4;;15.10.2011;09.10.2014;6;27;2;Studienabschluss;40;1;60;13;superprfakt;
